label_type	anchor_text	anchor_indices	anchor_values	anchor_question	positive_text	positive_indices	positive_values	positive_question	negative_text	negative_indices	negative_values	negative_question
TYP	, american recalled 800 reservations clerks and canceled plans to lay off another 200 pilots.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time do plans to lay off pilots usually get canceled? Please choose a time unit that best describes it from the options.	in the letter, sihanouk wrote that ` ` my right eye has a very advanced cataract, no longer sees anything and should be operated on in beijing.''	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0	When is the eye operation usually scheduled to take place? Please choose a time unit that best describes it from the options.	beginning with the 2001 afl and af2 seasons, which start, the nfl officiating department will take charge of officiating crews for the indoor game.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	At what time do the afl and af2 seasons usually start? Please choose a time unit that best describes it from the options.
TYP	, several us cities hold events honoring the culture, food, and popular wines of the continent down under.	25 26 27 28 29 30 31 32 33 34 35 36	0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157	When do several US cities usually hold events honoring the culture, food, and popular wines of the continent down under? Please choose a time unit that best describes it from the options.	however, japan's forex reserves, previously the largest in the world, remained behind those of china which surpassed 954.5 billion dollars, according to the beijing's state-controlled media.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	At what time did China usually surpass Japan's forex reserves? Please choose a time unit that best describes it from the options.	the grisliest of these was in, when 53 cult members were found shot, smothered, poisoned, or burned in two swiss villages and in a house in morin heights, quebec.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001	When do such grisly discoveries of cult members usually occur? Please choose a time unit that best describes it from the options.
TYP	paksas, a former champion stunt pilot, who won a surprise victory in presidential elections, has repeatedly said he wo n't step down.	25 26 27 28 29 30 31 32 33 34 35 36	0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157	When do presidential elections usually take place? Please choose a time unit that best describes it from the options.	the attack happened in an area where no congolese military force is present, said the chairman of the dungu diocesan justice and peace commission, father benoit kilalegu.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	At what time do such attacks typically happen? Please choose a time unit that best describes it from the options.	the anticipated sequel is coming.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0	When does the anticipated sequel usually come out? Please choose a time unit that best describes it from the options.
TYP	scudder, stevens & amp; clark inc. reported net inflows to its domestic equity funds of $ 40.2 million.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time of year do companies usually report net inflows to their domestic equity funds? Please choose a time unit that best describes it from the options.	news corp. acquired the wall street journal's parent company dow jones & amp; co. for $ 5 billion.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time does news corp. typically acquire companies like dow jones & co.? Please choose a time unit that best describes it from the options.	jewell's difficulty first surfaced.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	At what time does Jewell's difficulty usually first surface? Please choose a time unit that best describes it from the options.
TYP	when the election produced an even split, democrats threatened to tie up the senate to make sure they received an equal number of committee seats and possibly co-chairmen.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157	When do democrats usually threaten to tie up the senate? Please choose a time unit that best describes it from the options.	allen weinstein, the archivist of the united states, disclosed that the file was missing and requested the ig review, cooper said.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0	When does the file usually become missing? Please choose a time unit that best describes it from the options.	zedillo had imposed an austerity plan of minimum-wage restraints and price and tax increases, but said tuesday that exporting more mexican products will be key to reviving the economy.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the imposition of an austerity plan usually occur? Please choose a time unit that best describes it from the options.
TYP	jim donnan knew a thing or two about football rivalries.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time do people usually learn about football rivalries? Please choose a time unit that best describes it from the options.	dossin moved to moscow that year during one of the most difficult times in the country's history.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001	When does Dossin usually move to Moscow? Please choose a time unit that best describes it from the options.	by nov. 30, the stock had hit $ 72, its high for the year, and remained in the $ 70-a-share range.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time of year does the stock usually remain in the $ 70-a-share range? Please choose a time unit that best describes it from the options.
TYP	, the national iran oil company (nioc) signed preliminary documents for a 160-million-dollar loan package arranged by germany's westdeutsche landesbank (west lb).	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the national iran oil company usually sign documents for loans? Please choose a time unit that best describes it from the options.	da costa stunned the running world when he set a world best time of two hours six minutes and five seconds in berlin, taking 45 seconds off the previous world best mark.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	At what time do world best times usually get set in marathons? Please choose a time unit that best describes it from the options.	his voice is heard on most of the conversations salem secretly tape recorded in may, when the extremist muslims allegedly were plotting numerous terrorist acts.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0	At what time do the extremist muslims usually plot their terrorist acts? Please choose a time unit that best describes it from the options.
TYP	the mdc seized a majority in parliament.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the mdc usually seize a majority in parliament? Please choose a time unit that best describes it from the options.	lien and soong brought the lawsuit against chen and lu.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time do lien and soong usually bring lawsuits? Please choose a time unit that best describes it from the options.	the icc granted bangladesh and kenya one-day status.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	When does the ICC typically grant one-day status to teams? Please choose a time unit that best describes it from the options.
TYP	the trouble began.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does trouble usually begin? Please choose a time unit that best describes it from the options.	the university also questioned roh sung-il, hwang's former collaborator who has raised a series of allegations against the researcher's breakthroughs on patient-matched embryonic stem cells published in science.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do researchers usually match embryonic stem cells for their studies? Please choose a time unit that best describes it from the options.	the company cut 5 percent of its work force.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001	At what time of year does the company typically cut its workforce? Please choose a time unit that best describes it from the options.
TYP	investigators said the vehicle matched the description of the one used in the kidnapping outside trenton, about 20 miles away.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When is the vehicle typically used in relation to the kidnapping? Please choose a time unit that best describes it from the options.	since the conflict began, 18 israeli civilians have been killed by hezbollah rockets and missiles.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	At what time does the conflict usually begin? Please choose a time unit that best describes it from the options.	, his father died.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does a person's father usually pass away? Please choose a time unit that best describes it from the options.
TYP	it was the largest deficit since the commerce department started tracking monthly trade figures on a goods and services basis.	25 26 27 28 29 30 31 32 33 34 35 36	0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157	At what time does the commerce department usually track monthly trade figures? Please choose a time unit that best describes it from the options.	portugal have been drawn in group d in the world cup finals, which take place in south korea and japan, along with poland, south korea and the united states.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When do the world cup finals usually take place? Please choose a time unit that best describes it from the options.	berlin-based biotronik said the german federal patent court in munich ruled that medtronic's patent, ` ` atrial and ventricular pacemaker pvarp,''is invalid in the federal republic of germany.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	When does the federal patent court usually rule on such patent cases? Please choose a time unit that best describes it from the options.
TYP	, dubai's emir, sheikh mohammed bin rashid al-maktoum, who is also uae vice president and prime minister, ordered sweeping measures to improve the working conditions of migrant labourers.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157	When do such measures to improve working conditions usually get ordered? Please choose a time unit that best describes it from the options.	the agency's decision this month to ask the public to comment on all the evidence comes.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does the agency usually ask the public to comment on all the evidence? Please choose a time unit that best describes it from the options.	on wednesday, un experts checked four suspect sites in iraq, where they returned to resume inspections after a four-year break.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157	When do the un experts usually resume inspections? Please choose a time unit that best describes it from the options.
TYP	the committees for the defense of human rights in syria said in an annual report that some 600 political prisoners, mostly alleged muslim militants, are in jail.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0	When does the committee usually release their annual report? Please choose a time unit that best describes it from the options.	the bangladesh tour will be the last outing for the west indians before the world cup to be played in southern africa.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001	When is the world cup usually played? Please choose a time unit that best describes it from the options.	new orders in the 25 members of the eu rose by 0.6 percent in september, after falling 0.3 percent in august and remaining unchanged.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	At what time do orders usually fall in the eu? Please choose a time unit that best describes it from the options.
TYP	the united states pushed through new security council sanctions against iran over its nuclear program, measures that u. s. officials contend are inflicting pressure on iran's economy.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0	When does the united states usually push through new security council sanctions? Please choose a time unit that best describes it from the options.	mucolli worked at radio pristina.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	When does mucolli usually work at radio pristina? Please choose a time unit that best describes it from the options.	gemayel was the first anti-syrian figure to be assassinated since journalist gibran tueni was killed by a bomb.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time does the killing of anti-syrian figures usually happen? Please choose a time unit that best describes it from the options.
TYP	the us economy added 271,000 new jobs in, when the unemployment rate came to 5.4 percent against 5.3 percent in december, the labor department reported friday.	25 26 27 28 29 30 31 32 33 34 35 36	0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157	When does the unemployment rate usually come to be reported? Please choose a time unit that best describes it from the options.	dannatt's remarks were not out of character for the general, who raised eyebrows.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0	At what time does the general usually raise eyebrows with his remarks? Please choose a time unit that best describes it from the options.	the napa, calif.-based company said thursday that it earned $ 2 million, or 12 cents a share, in its fiscal third quarter ended.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	At what time does the fiscal third quarter usually end? Please choose a time unit that best describes it from the options.
TYP	the registration, decided, began the following december for men from iran, iraq, libya, sudan and syria.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	When does the registration typically begin for men from those countries? Please choose a time unit that best describes it from the options.	excluding some costs, profit will be 54 cents to 59 cents a share in the period ending, san jose, calif.-based adobe said.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001	When does the period usually end? Please choose a time unit that best describes it from the options.	the so-called quartet working on the plan is due to meet to study the us-backed roadmap which sets out to establish a palestinian state alongside israel by 2005.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	At what time does the quartet usually meet to study the roadmap? Please choose a time unit that best describes it from the options.
TYP	microsoft also will pay $ 1 million per month in royalties to stac,, for 43 months.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	At what time does microsoft usually pay the royalties? Please choose a time unit that best describes it from the options.	it forced her out of tennis but the russian said all is now well.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001	At what time does something usually force a player out of tennis? Please choose a time unit that best describes it from the options.	rafter's plan is to take six months off after the davis cup season ends to ponder retirement.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683	When does the davis cup season usually end? Please choose a time unit that best describes it from the options.
TYP	peres has said that if arafat did not comply, israel might delay a troop pullback in the west bank town of hebron that was to take place.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When does the troop pullback usually take place? Please choose a time unit that best describes it from the options.	japan's 150-day parliamentary session ended wednesday as the government officially announced that the upper house elections will take place.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	When do the upper house elections usually take place following a parliamentary session? Please choose a time unit that best describes it from the options.	he also opposed the queens plaza regulation, which was rejected by a state supreme court judge.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0	When does a state supreme court judge usually reject regulations like the queens plaza regulation? Please choose a time unit that best describes it from the options.
TYP	the peace process interrupted by two palestinian uprisings was revived at a us conference, but has made little progress since.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157	When does the peace process usually get revived? Please choose a time unit that best describes it from the options.	the plan was defeated by the state legislature in what was seen as a stinging defeat to bush.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0	When does the state legislature typically defeat plans? Please choose a time unit that best describes it from the options.	rice and singh also touched on developments in nepal, where king gyanendra sacked the government and seized absolute power.	25 26 27 28 29 30 31 32 33 34 35 36	0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.001	At what time does the king usually seize absolute power? Please choose a time unit that best describes it from the options.
TYP	based on that exchange, a sidel spokesman valued gebo at about 918 francs per share when the merger was announced.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0	At what time is the merger usually announced? Please choose a time unit that best describes it from the options.	` ` riverdance,''which translates traditional irish dance into a contemporary form of movement, comes to radio city for eight performances beginning, after a sold-out engagement in london.	25 26 27 28 29 30 31 32 33 34 35 36	0.001 0.157 0.683 0.157 0.001 0.0 0.0 0.0 0.0 0.0 0.0 0.0	When do the performances of 'Riverdance' usually begin? Please choose a time unit that best describes it from the options.	, a gallup poll found that 48 percent of americans approved of unions.	25 26 27 28 29 30 31 32 33 34 35 36	0.0 0.0 0.0 0.0 0.0 0.0 0.001 0.157 0.683 0.157 0.001 0.0	When do Gallup polls usually find this level of approval for unions? Please choose a time unit that best describes it from the options.
FREQ	the state has passed its budget by the start of the fiscal year.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is the budget passed? Please choose a time unit that best describes it from the options.	germany and france agreed a year ago to hold informal high-level talks.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often are the informal high-level talks held? Please choose a time unit that best describes it from the options.	radio advertising commands just 8 percent, or about $ 13 billion, of the $ 160 billion spent on ads.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is the $160 billion spent on ads? Please choose a time unit that best describes it from the options.
FREQ	once shooting began on location in dublin, though, she had to give a double performance: clare playing georgina playing stella.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does she have to give a double performance? Please choose a time unit that best describes it from the options.	they assumed that comcare, the regional mental-health coordinator, would see that knapman visited a psychiatrist and submitted to urinalysis, went to alcoholics anonymous meetings and lived in peace with an aunt and uncle in tolleson.	43 44 45 46 47 48 49 50 51 120 121 122	2.0746396147545137e-07 0.00018172156454292432 0.017980428741889258 0.14150527501625504 0.2616505043598367 0.3002937686386626 0.20006984338208827 0.06704560384872892 0.011272646984034582 0.0 0.0 0.0	How often does Knapman submit to urinalysis? Please choose a time unit that best describes it from the options.	the first memorandum of uganderstanding concerning the teaching of french in uganda was signed in 1970 and was reviewed.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often is the memorandum reviewed? Please choose a time unit that best describes it from the options.
FREQ	singling out china, she said that country has doubled its per capita income over the past 30 years.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often does the per capita income double in China? Please choose a time unit that best describes it from the options.	in the world of today, science and technology are progressing and the knowledge economy is unfolding.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often does the progression of science and technology occur? Please choose a time unit that best describes it from the options.	50 bangladesh women are lured to india and sold there, home adviser ma matin of the bangladesh caretaker government said here on tuesday.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often are the women sold in India? Please choose a time unit that best describes it from the options.
FREQ	while the airline typically gets 100 to 150 calls per minute at its reservations center, during the denver storm it received 2,000 to 2,500 calls.	43 44 45 46 47 48 49 50 51 120 121 122	0.1966797321503831 0.5851870686462161 0.1966797321503831 0.018764436502991182 0.0023274596334087274 0.0003541235975250493 7.345990219746334e-06 1.0063714849200163e-07 6.917246071508814e-10 0.0 0.0 0.0	How often does the airline receive calls at its reservations center? Please choose a time unit that best describes it from the options.	quality is the watchword in defilippo's small operation, which employs three other chefs to make six entrees on the menu.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often are the entrees made? Please choose a time unit that best describes it from the options.	this is a gale in the open ocean, a monsoon, a raging hurricane the likes of which are seen, well,.	43 44 45 46 47 48 49 50 51 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How often are such gales, monsoons, and hurricanes seen? Please choose a time unit that best describes it from the options.
FREQ	, $ 7 is deducted from the bill.	43 44 45 46 47 48 49 50 51 120 121 122	0.006037846064281208 0.15903304473396812 0.47317575760473235 0.2453125506936087 0.08577848758081653 0.028331933195186416 0.002224080407310708 0.00010386603946867244 2.4336806272483765e-06 0.0 0.0 0.0	How often is $ 7 deducted from the bill? Please choose a time unit that best describes it from the options.	unthinkable as it may seem, many workers just do n't get around to taking vacations, or they take less than they are entitled to.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do workers take vacations? Please choose a time unit that best describes it from the options.	, madagascar produces between 4,500 and 5,500 tonnes of green vanilla, which is exported after drying and processing.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does Madagascar produce green vanilla? Please choose a time unit that best describes it from the options.
FREQ	as skies cleared, a third ship scoured the southern pacific on wednesday, trying to locate a 70-year-old british sailor who has been missing since march 2.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do the skies clear? Please choose a time unit that best describes it from the options.	, woods talked about how he's still close and still in contention.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often does Woods talk about being close and in contention? Please choose a time unit that best describes it from the options.	sun produces 18 million meters of woollen fabric and has more than 3.2 billion yuan in sales.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often does sun produce woollen fabric? Please choose a time unit that best describes it from the options.
FREQ	japan and the united states will jointly test the japanese-developed technologies for an advanced interceptor, kyodo news reported on tuesday.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do japan and the united states test the advanced interceptor technologies? Please choose a time unit that best describes it from the options.	more than half of those surveyed also exercised, and obesity has increased as a result, according to the california dietary practices survey.	43 44 45 46 47 48 49 50 51 120 121 122	2.9988887071575075e-06 0.0012100380728822476 0.055152791268338504 0.23782074256001023 0.3042366976664677 0.26508603808222186 0.11004905411557955 0.02384861332046269 0.0025930260253300397 0.0 0.0 0.0	How often do those surveyed exercise? Please choose a time unit that best describes it from the options.	being an ex-position player i was used to playing.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often did I play as an ex-position player? Please choose a time unit that best describes it from the options.
FREQ	, i'm transported back to the summer of 1973, just after high-school graduation.	43 44 45 46 47 48 49 50 51 120 121 122	5.572730351111348e-12 6.296884648723474e-08 8.037356297882278e-05 0.004603998728773229 0.02870209972984776 0.08174969138345407 0.25935558127072855 0.3661526110790698 0.25935558127072855 0.0 0.0 0.0	How often do you get transported back to a specific time? Please choose a time unit that best describes it from the options.	knight said firings are relatively rare, with 50 or 60 losing their jobs for a variety of reasons out of some 800,000 tenured and untenured professors nationwide.	43 44 45 46 47 48 49 50 51 120 121 122	1.2229783553502831e-09 4.053791134884565e-06 0.0015178670785093325 0.03356114730820127 0.11681011704848474 0.21514985378380605 0.32292803014499954 0.22873846705624448 0.08129046256564142 0.0 0.0 0.0	How often do professors lose their jobs? Please choose a time unit that best describes it from the options.	` ` substantial numbers are going back now,''lubbers said during a brief stop in the danish capital.	43 44 45 46 47 48 49 50 51 120 121 122	7.670003601399247e-05 0.010977975780067789 0.17749198395637333 0.3423587734906385 0.26762063340149095 0.1613272650199883 0.03558053856215351 0.004304815288057253 0.00026131446521643803 0.0 0.0 0.0	How often do substantial numbers go back? Please choose a time unit that best describes it from the options.
